[2019-05-09 15:20:37 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6853] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6854] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6855.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6855] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6856] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6857.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6857] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6858] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6859.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6859] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6860] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6861.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6861] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6862] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6863.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6863] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6864] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 ^6865.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6865] abnormal exit, status=255, signal=0
[2019-05-09 15:20:38 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6866] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6867.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6867] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6868] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6869.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6869] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6870] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6871.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6872] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6871] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6874.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6873] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6874] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6875] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6876.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6876] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6877] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6878.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6878] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6879] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6880.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6880] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6881] abnormal exit, status=255, signal=0
[2019-05-09 15:20:39 ^6882.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:39 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6882] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6883] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6884.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6884] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6885] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6886.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6886] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6887] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6888.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6888] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6889] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6890.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6890] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6891] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6892.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6892] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6893] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6894.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6895] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6894] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6896] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 ^6897.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6897] abnormal exit, status=255, signal=0
[2019-05-09 15:20:40 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6898] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6899.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6899] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6900] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6901.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6901] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6902] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6903.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6903] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6904] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6905.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6905] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6906] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6907.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6907] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6908] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6909.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#1[pid=6909] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6910] abnormal exit, status=255, signal=0
[2019-05-09 15:20:41 ^6911.1]	ERROR	zm_deactivate_swoole (ERRNO 503): Fatal error: Cannot declare class App\Controllers\Api\RestController, because the name is already in use in /Users/terminus/workspace/php/swofts/app/Controllers/Api/UserController.php on line 23
[2019-05-09 15:20:41 $1950.0]	WARNING	swManager_check_exit_status: worker#0[pid=6912] abnormal exit, status=255, signal=0
